"date","site_id","restoration_type","start_time","time_segment","common_name","number","distance","HSF","scientific_name","eBird_codes","time_of_day","data_type"
2020-02-06,"VAR310R","AR","7.14","1","Crimson-backed Sunbird",1,10,"H","Leptocoma minima","CBSU","7AM to 8AM","point_count"
2020-02-06,"VAR310R","AR","7.14","1","Large-billed Crow",2,15,"H","Corvus macrorhynchos","LBCR","7AM to 8AM","point_count"
2020-02-06,"VAR310R","AR","7.14","1","Yellow-browed Bulbul",1,10,"H","Iole indica","YBBU","7AM to 8AM","point_count"
2020-02-06,"VAR310R","AR","7.14","1","Red-whiskered Bulbul",1,10,"H","Pycnonotus jocosus","RWBU","7AM to 8AM","point_count"
2020-02-06,"VAR310R","AR","7.14","1","Nilgiri Flowerpecker",1,10,"H","Dicaeum concolor","NIFP","7AM to 8AM","point_count"
2020-02-06,"VAR310R","AR","7.14","1","Rufous Babbler",1,15,"H","Argya subrufa","RUBA","7AM to 8AM","point_count"
2020-02-06,"VAR310R","AR","7.14","2","Indian White-eye",1,20,"H","Zosterops palpebrosus","IWEY","7AM to 8AM","point_count"
2020-02-06,"VAR310R","AR","7.14","2","White-cheeked Barbet",1,30,"H","Psilopogon viridis","WCBA","7AM to 8AM","point_count"
2020-02-06,"VAR310R","AR","7.14","2","Large-billed Leaf Warbler",1,10,"H","Phylloscopus magnirostris","LBLW","7AM to 8AM","point_count"
2020-02-06,"VAR310R","AR","7.14","2","Malabar Barbet",1,30,"H","Psilopogon malabaricus","MABA","7AM to 8AM","point_count"
2020-02-06,"VAR310R","AR","7.14","3","Greater Racket-tailed Drongo",1,30,"H","Dicrurus paradiseus","GRTD","7AM to 8AM","point_count"
2020-02-06,"VAR310R","AR","7.14","3","Booted Warbler",1,15,"H","Iduna caligata","BOWA","7AM to 8AM","point_count"
2020-02-06,"VAR310R","AR","7.14","3","Greenish Warbler",1,15,"H","Phylloscopus trochiloides","GRWA","7AM to 8AM","point_count"
2020-02-06,"VAR310R","AR","7.14","3","Indian Scimitar-Babbler",1,30,"H","Pomatorhinus horsfieldii","ISBA","7AM to 8AM","point_count"
2020-02-06,"VAR310R","AR","7.14","3","Vernal Hanging-Parrot",1,10,"H","Loriculus vernalis","VHPA","7AM to 8AM","point_count"
2019-11-05,"VAR310R","AR","7.12","1","Indian White-eye",1,10,"H","Zosterops palpebrosus","IWEY","7AM to 8AM","point_count"
2019-11-05,"VAR310R","AR","7.12","1","Common Iora",1,15,"H","Aegithina tiphia","COIO","7AM to 8AM","point_count"
2019-11-05,"VAR310R","AR","7.12","1","Greater Flameback",2,20,"H","Chrysocolaptes guttacristatus","GRFL","7AM to 8AM","point_count"
2019-11-05,"VAR310R","AR","7.12","1","Vernal Hanging-Parrot",1,5,"F","Loriculus vernalis","VHPA","7AM to 8AM","point_count"
2019-11-05,"VAR310R","AR","7.12","1","Greater Racket-tailed Drongo",1,30,"H","Dicrurus paradiseus","GRTD","7AM to 8AM","point_count"
2019-11-05,"VAR310R","AR","7.12","1","Crimson-backed Sunbird",2,20,"H","Leptocoma minima","CBSU","7AM to 8AM","point_count"
2019-11-05,"VAR310R","AR","7.12","1","Malabar Whistling-Thrush",1,20,"H","Myophonus horsfieldii","MWTH","7AM to 8AM","point_count"
2019-11-05,"VAR310R","AR","7.12","1","Vernal Hanging-Parrot",1,20,"H","Loriculus vernalis","VHPA","7AM to 8AM","point_count"
2019-11-05,"VAR310R","AR","7.12","1","Blue-throated Flycatcher",1,10,"H","Cyornis rubeculoides","BTFL","7AM to 8AM","point_count"
2019-11-05,"VAR310R","AR","7.12","1","Indian Scimitar-Babbler",1,10,"H","Pomatorhinus horsfieldii","ISBA","7AM to 8AM","point_count"
2019-11-05,"VAR310R","AR","7.12","1","Flame-throated Bulbul",1,20,"H","Rubigula gularis","FTBU","7AM to 8AM","point_count"
2019-11-05,"VAR310R","AR","7.12","1","Red-whiskered Bulbul",1,20,"H","Pycnonotus jocosus","RWBU","7AM to 8AM","point_count"
2019-11-05,"VAR310R","AR","7.12","2","Green Warbler",1,15,"H","Phylloscopus nitidus","GRNW","7AM to 8AM","point_count"
2019-11-05,"VAR310R","AR","7.12","2","Vernal Hanging-Parrot",1,20,"H","Loriculus vernalis","VHPA","7AM to 8AM","point_count"
2019-11-05,"VAR310R","AR","7.12","2","Greenish Warbler",1,30,"H","Phylloscopus trochiloides","GRWA","7AM to 8AM","point_count"
2019-11-05,"VAR310R","AR","7.12","3","Mountain Imperial-Pigeon",1,20,"H","Ducula badia","MIPI","7AM to 8AM","point_count"
2019-11-05,"VAR310R","AR","7.12","3","Yellow-browed Bulbul",2,20,"H","Iole indica","YBBU","7AM to 8AM","point_count"
2019-11-05,"VAR310R","AR","7.12","3","Brown Shrike",1,20,"H","Lanius cristatus","BRSH","7AM to 8AM","point_count"
2019-11-05,"VAR310R","AR","7.12","3","Malabar Trogon",1,20,"H","Harpactes fasciatus","MATR","7AM to 8AM","point_count"
2019-11-05,"VAR310R","AR","7.12","3","Lesser Yellownape",1,20,"H","Picus chlorolophus","LEYE","7AM to 8AM","point_count"
2020-01-09,"VAR310R","AR","8.33","1","White-bellied Treepie",4,20,"H","Dendrocitta leucogastra","WBTR","8AM to 9AM","point_count"
2020-01-09,"VAR310R","AR","8.33","1","Red-whiskered Bulbul",1,20,"H","Pycnonotus jocosus","RWBU","8AM to 9AM","point_count"
2020-01-09,"VAR310R","AR","8.33","1","Nilgiri Flowerpecker",1,5,"H","Dicaeum concolor","NIFP","8AM to 9AM","point_count"
2020-01-09,"VAR310R","AR","8.33","1","Crimson-backed Sunbird",1,5,"H","Leptocoma minima","CBSU","8AM to 9AM","point_count"
2020-01-09,"VAR310R","AR","8.33","1","White-cheeked Barbet",1,30,"H","Psilopogon viridis","WCBA","8AM to 9AM","point_count"
2020-01-09,"VAR310R","AR","8.33","1","Indian White-eye",1,10,"H","Zosterops palpebrosus","IWEY","8AM to 9AM","point_count"
2020-01-09,"VAR310R","AR","8.33","1","Spotted Dove",1,30,"H","Streptopelia chinensis","SPDO","8AM to 9AM","point_count"
2020-01-09,"VAR310R","AR","8.33","1","Malabar Gray Hornbill",1,30,"H","Ocyceros griseus","MGHO","8AM to 9AM","point_count"
2020-01-09,"VAR310R","AR","8.33","1","Indian Scimitar-Babbler",1,15,"H","Pomatorhinus horsfieldii","ISBA","8AM to 9AM","point_count"
2020-01-09,"VAR310R","AR","8.33","2","Malabar Barbet",1,20,"H","Psilopogon malabaricus","MABA","8AM to 9AM","point_count"
2020-01-09,"VAR310R","AR","8.33","2","Vernal Hanging-Parrot",1,20,"H","Loriculus vernalis","VHPA","8AM to 9AM","point_count"
2020-01-09,"VAR310R","AR","8.33","2","Jungle Myna",1,30,"H","Acridotheres fuscus","JUMY","8AM to 9AM","point_count"
2020-01-09,"VAR310R","AR","8.33","2","Vernal Hanging-Parrot",1,5,"H","Loriculus vernalis","VHPA","8AM to 9AM","point_count"
2020-01-09,"VAR310R","AR","8.33","3","Nilgiri Flowerpecker",1,10,"H","Dicaeum concolor","NIFP","8AM to 9AM","point_count"
2020-01-09,"VAR310R","AR","8.33","3","Puff-throated Babbler",1,30,"H","Pellorneum ruficeps","PTBA","8AM to 9AM","point_count"
2019-11-30,"VAR310R","AR","8.3","1","Nilgiri Flowerpecker",1,15,"H","Dicaeum concolor","NIFP","8AM to 9AM","point_count"
2019-11-30,"VAR310R","AR","8.3","1","Indian Blue Robin",1,20,"H","Larvivora brunnea","IBRO","8AM to 9AM","point_count"
2019-11-30,"VAR310R","AR","8.3","1","Green Warbler",1,10,"H","Phylloscopus nitidus","GRNW","8AM to 9AM","point_count"
2019-11-30,"VAR310R","AR","8.3","1","Indian Scimitar-Babbler",1,30,"H","Pomatorhinus horsfieldii","ISBA","8AM to 9AM","point_count"
2019-11-30,"VAR310R","AR","8.3","1","Vernal Hanging-Parrot",1,20,"H","Loriculus vernalis","VHPA","8AM to 9AM","point_count"
2019-11-30,"VAR310R","AR","8.3","1","Nilgiri Flowerpecker",1,20,"H","Dicaeum concolor","NIFP","8AM to 9AM","point_count"
2019-11-30,"VAR310R","AR","8.3","2","Southern Hill Myna",1,30,"H","Gracula indica","SHMY","8AM to 9AM","point_count"
2019-11-30,"VAR310R","AR","8.3","3","Vernal Hanging-Parrot",1,10,"H","Loriculus vernalis","VHPA","8AM to 9AM","point_count"
2019-11-30,"VAR310R","AR","8.3","3","Malabar Whistling-Thrush",1,20,"H","Myophonus horsfieldii","MWTH","8AM to 9AM","point_count"
2019-11-30,"VAR310R","AR","8.3","3","Greenish Warbler",1,20,"H","Phylloscopus trochiloides","GRWA","8AM to 9AM","point_count"
2019-11-30,"VAR310R","AR","8.3","3","Red-whiskered Bulbul",1,30,"H","Pycnonotus jocosus","RWBU","8AM to 9AM","point_count"
2019-11-30,"VAR310R","AR","8.3","3","Green Warbler",1,15,"H","Phylloscopus nitidus","GRNW","8AM to 9AM","point_count"
2019-11-05,"VAR310U","NR","8.09","1","Large-billed Leaf Warbler",1,15,"H","Phylloscopus magnirostris","LBLW","8AM to 9AM","point_count"
2019-11-05,"VAR310U","NR","8.09","1","Red-whiskered Bulbul",4,20,"H","Pycnonotus jocosus","RWBU","8AM to 9AM","point_count"
2019-11-05,"VAR310U","NR","8.09","1","Nilgiri Flowerpecker",1,10,"H","Dicaeum concolor","NIFP","8AM to 9AM","point_count"
2019-11-05,"VAR310U","NR","8.09","1","Vernal Hanging-Parrot",1,0,"F","Loriculus vernalis","VHPA","8AM to 9AM","point_count"
2019-11-05,"VAR310U","NR","8.09","1","Malabar Parakeet",1,10,"H","Psittacula columboides","MAPA","8AM to 9AM","point_count"
2019-11-05,"VAR310U","NR","8.09","1","Greenish Warbler",1,20,"H","Phylloscopus trochiloides","GRWA","8AM to 9AM","point_count"
2019-11-05,"VAR310U","NR","8.09","1","Yellow-browed Bulbul",1,30,"H","Iole indica","YBBU","8AM to 9AM","point_count"
2019-11-05,"VAR310U","NR","8.09","1","Orange Minivet",1,30,"H","Pericrocotus flammeus","ORMI","8AM to 9AM","point_count"
2019-11-05,"VAR310U","NR","8.09","1","Common Iora",1,20,"H","Aegithina tiphia","COIO","8AM to 9AM","point_count"
2019-11-05,"VAR310U","NR","8.09","2","White-cheeked Barbet",1,30,"H","Psilopogon viridis","WCBA","8AM to 9AM","point_count"
2019-11-05,"VAR310U","NR","8.09","2","Crimson-backed Sunbird",1,15,"H","Leptocoma minima","CBSU","8AM to 9AM","point_count"
2019-11-05,"VAR310U","NR","8.09","2","Purple Sunbird",1,20,"H","Cinnyris asiaticus","PUSU","8AM to 9AM","point_count"
2019-11-05,"VAR310U","NR","8.09","3","Vernal Hanging-Parrot",1,20,"H","Loriculus vernalis","VHPA","8AM to 9AM","point_count"
2019-11-05,"VAR310U","NR","8.09","3","Asian Fairy-bluebird",1,10,"H","Irena puella","AFBL","8AM to 9AM","point_count"
2019-11-05,"VAR310U","NR","8.09","3","White-bellied Treepie",1,30,"H","Dendrocitta leucogastra","WBTR","8AM to 9AM","point_count"
2019-11-05,"VAR310U","NR","8.09","3","Common Tailorbird",1,20,"H","Orthotomus sutorius","COTA","8AM to 9AM","point_count"
2020-02-20,"VAR310U","NR","8.25","1","White-cheeked Barbet",2,30,"H","Psilopogon viridis","WCBA","8AM to 9AM","point_count"
2020-02-20,"VAR310U","NR","8.25","1","Plum-headed Parakeet",1,15,"H","Psittacula cyanocephala","PHPA","8AM to 9AM","point_count"
2020-02-20,"VAR310U","NR","8.25","1","Nilgiri Flowerpecker",1,10,"H","Dicaeum concolor","NIFP","8AM to 9AM","point_count"
2020-02-20,"VAR310U","NR","8.25","1","Malabar Parakeet",1,15,"H","Psittacula columboides","MAPA","8AM to 9AM","point_count"
2020-02-20,"VAR310U","NR","8.25","1","Common Tailorbird",1,10,"H","Orthotomus sutorius","COTA","8AM to 9AM","point_count"
2020-02-20,"VAR310U","NR","8.25","1","Chestnut-headed Bee-eater",1,20,"H","Merops leschenaulti","CHBE","8AM to 9AM","point_count"
2020-02-20,"VAR310U","NR","8.25","1","Red-whiskered Bulbul",1,15,"H","Pycnonotus jocosus","RWBU","8AM to 9AM","point_count"
2020-02-20,"VAR310U","NR","8.25","1","Greenish Warbler",1,10,"H","Phylloscopus trochiloides","GRWA","8AM to 9AM","point_count"
2020-02-20,"VAR310U","NR","8.25","2","Greater Coucal",1,10,"H","Centropus sinensis","GRCO","8AM to 9AM","point_count"
2020-02-20,"VAR310U","NR","8.25","2","Malabar Barbet",1,15,"H","Psilopogon malabaricus","MABA","8AM to 9AM","point_count"
2020-02-20,"VAR310U","NR","8.25","2","Large-billed Crow",2,15,"H","Corvus macrorhynchos","LBCR","8AM to 9AM","point_count"
2020-02-20,"VAR310U","NR","8.25","2","Vernal Hanging-Parrot",1,10,"H","Loriculus vernalis","VHPA","8AM to 9AM","point_count"
2020-02-20,"VAR310U","NR","8.25","2","Large-billed Leaf Warbler",1,15,"H","Phylloscopus magnirostris","LBLW","8AM to 9AM","point_count"
2020-02-20,"VAR310U","NR","8.25","3","Malabar Whistling-Thrush",1,20,"H","Myophonus horsfieldii","MWTH","8AM to 9AM","point_count"
2020-02-20,"VAR310U","NR","8.25","3","Oriental Magpie-Robin",1,20,"H","Copsychus saularis","OMRO","8AM to 9AM","point_count"
2020-03-11,"VAR310U","NR","8.23","1","White-cheeked Barbet",2,15,"H","Psilopogon viridis","WCBA","8AM to 9AM","point_count"
2020-03-11,"VAR310U","NR","8.23","1","Greater Coucal",2,15,"H","Centropus sinensis","GRCO","8AM to 9AM","point_count"
2020-03-11,"VAR310U","NR","8.23","1","Malabar Gray Hornbill",2,15,"S","Ocyceros griseus","MGHO","8AM to 9AM","point_count"
2020-03-11,"VAR310U","NR","8.23","1","Indian Scimitar-Babbler",2,20,"H","Pomatorhinus horsfieldii","ISBA","8AM to 9AM","point_count"
2020-03-11,"VAR310U","NR","8.23","1","Yellow-browed Bulbul",1,15,"H","Iole indica","YBBU","8AM to 9AM","point_count"
2020-03-11,"VAR310U","NR","8.23","1","Red-whiskered Bulbul",1,15,"H","Pycnonotus jocosus","RWBU","8AM to 9AM","point_count"
2020-03-11,"VAR310U","NR","8.23","1","Gray Junglefowl",1,20,"H","Gallus sonneratii","GRJU","8AM to 9AM","point_count"
2020-03-11,"VAR310U","NR","8.23","1","Mountain Imperial-Pigeon",2,30,"H","Ducula badia","MIPI","8AM to 9AM","point_count"
2020-03-11,"VAR310U","NR","8.23","1","Nilgiri Flowerpecker",2,10,"H","Dicaeum concolor","NIFP","8AM to 9AM","point_count"
2020-03-11,"VAR310U","NR","8.23","1","Indian White-eye",1,10,"H","Zosterops palpebrosus","IWEY","8AM to 9AM","point_count"
2020-03-11,"VAR310U","NR","8.23","1","Malabar Whistling-Thrush",1,10,"H","Myophonus horsfieldii","MWTH","8AM to 9AM","point_count"
2020-03-11,"VAR310U","NR","8.23","2","Rufous Babbler",1,20,"H","Argya subrufa","RUBA","8AM to 9AM","point_count"
2020-03-11,"VAR310U","NR","8.23","2","Vernal Hanging-Parrot",1,10,"H","Loriculus vernalis","VHPA","8AM to 9AM","point_count"
2020-03-11,"VAR310U","NR","8.23","3","Nilgiri Flowerpecker",1,10,"H","Dicaeum concolor","NIFP","8AM to 9AM","point_count"
2020-02-06,"VAR310U","NR","8.15","1","Nilgiri Flowerpecker",1,5,"H","Dicaeum concolor","NIFP","8AM to 9AM","point_count"
2020-02-06,"VAR310U","NR","8.15","1","Red-whiskered Bulbul",1,5,"H","Pycnonotus jocosus","RWBU","8AM to 9AM","point_count"
2020-02-06,"VAR310U","NR","8.15","1","Greenish Warbler",1,10,"H","Phylloscopus trochiloides","GRWA","8AM to 9AM","point_count"
2020-02-06,"VAR310U","NR","8.15","1","White-bellied Treepie",1,30,"H","Dendrocitta leucogastra","WBTR","8AM to 9AM","point_count"
2020-02-06,"VAR310U","NR","8.15","1","Spotted Dove",1,15,"H","Streptopelia chinensis","SPDO","8AM to 9AM","point_count"
2020-02-06,"VAR310U","NR","8.15","1","Indian White-eye",1,15,"H","Zosterops palpebrosus","IWEY","8AM to 9AM","point_count"
2020-02-06,"VAR310U","NR","8.15","1","Asian Fairy-bluebird",2,15,"H","Irena puella","AFBL","8AM to 9AM","point_count"
2020-02-06,"VAR310U","NR","8.15","1","Greenish Warbler",1,10,"H","Phylloscopus trochiloides","GRWA","8AM to 9AM","point_count"
2020-02-06,"VAR310U","NR","8.15","1","Yellow-browed Bulbul",1,15,"H","Iole indica","YBBU","8AM to 9AM","point_count"
2020-02-06,"VAR310U","NR","8.15","1","Malabar Whistling-Thrush",1,15,"H","Myophonus horsfieldii","MWTH","8AM to 9AM","point_count"
2020-02-06,"VAR310U","NR","8.15","1","Common Tailorbird",1,20,"H","Orthotomus sutorius","COTA","8AM to 9AM","point_count"
2020-02-06,"VAR310U","NR","8.15","2","Velvet-fronted Nuthatch",1,5,"H","Sitta frontalis","VFNU","8AM to 9AM","point_count"
2020-02-06,"VAR310U","NR","8.15","2","Nilgiri Flowerpecker",2,10,"H","Dicaeum concolor","NIFP","8AM to 9AM","point_count"
2020-02-06,"VAR310U","NR","8.15","2","Indian Scimitar-Babbler",1,30,"H","Pomatorhinus horsfieldii","ISBA","8AM to 9AM","point_count"
2020-02-06,"VAR310U","NR","8.15","2","Rufous Babbler",1,20,"H","Argya subrufa","RUBA","8AM to 9AM","point_count"
2020-02-06,"VAR310U","NR","8.15","2","Brown-cheeked Fulvetta",1,20,"H","Alcippe poioicephala","BCFU","8AM to 9AM","point_count"
2020-02-06,"VAR310U","NR","8.15","2","Dark-fronted Babbler",1,10,"H","Dumetia atriceps","DFBA","8AM to 9AM","point_count"
2020-02-06,"VAR310U","NR","8.15","3","Orange Minivet",1,15,"H","Pericrocotus flammeus","ORMI","8AM to 9AM","point_count"
2020-02-06,"VAR310U","NR","8.15","3","Crimson-backed Sunbird",1,10,"H","Leptocoma minima","CBSU","8AM to 9AM","point_count"
2020-02-06,"VAR310U","NR","8.15","3","Vernal Hanging-Parrot",1,5,"H","Loriculus vernalis","VHPA","8AM to 9AM","point_count"
2020-02-06,"VAR310U","NR","8.15","3","White-cheeked Barbet",2,20,"H","Psilopogon viridis","WCBA","8AM to 9AM","point_count"
2019-11-30,"VAR310U","NR","7.42","1","Nilgiri Flowerpecker",1,0,"S","Dicaeum concolor","NIFP","7AM to 8AM","point_count"
2019-11-30,"VAR310U","NR","7.42","1","Red-whiskered Bulbul",1,10,"H","Pycnonotus jocosus","RWBU","7AM to 8AM","point_count"
2019-11-30,"VAR310U","NR","7.42","1","Crimson-backed Sunbird",1,5,"H","Leptocoma minima","CBSU","7AM to 8AM","point_count"
2019-11-30,"VAR310U","NR","7.42","1","Vernal Hanging-Parrot",1,0,"F","Loriculus vernalis","VHPA","7AM to 8AM","point_count"
2019-11-30,"VAR310U","NR","7.42","1","Greenish Warbler",1,5,"H","Phylloscopus trochiloides","GRWA","7AM to 8AM","point_count"
2019-11-30,"VAR310U","NR","7.42","2","Malabar Barbet",1,30,"H","Psilopogon malabaricus","MABA","7AM to 8AM","point_count"
2019-11-30,"VAR310U","NR","7.42","2","White-bellied Treepie",1,20,"H","Dendrocitta leucogastra","WBTR","7AM to 8AM","point_count"
2019-11-30,"VAR310U","NR","7.42","2","Greater Racket-tailed Drongo",1,20,"H","Dicrurus paradiseus","GRTD","7AM to 8AM","point_count"
2019-11-30,"VAR310U","NR","7.42","2","Asian Fairy-bluebird",1,20,"H","Irena puella","AFBL","7AM to 8AM","point_count"
2019-11-30,"VAR310U","NR","7.42","3","Nilgiri Flowerpecker",2,5,"F","Dicaeum concolor","NIFP","7AM to 8AM","point_count"
2019-11-30,"VAR310U","NR","7.42","3","Vernal Hanging-Parrot",1,5,"H","Loriculus vernalis","VHPA","7AM to 8AM","point_count"
2019-11-30,"VAR310U","NR","7.42","3","Malabar Whistling-Thrush",1,30,"H","Myophonus horsfieldii","MWTH","7AM to 8AM","point_count"
2019-11-30,"VAR310U","NR","7.42","3","Common Iora",1,20,"H","Aegithina tiphia","COIO","7AM to 8AM","point_count"
2019-12-24,"VAR310U","NR","7.4","1","White-cheeked Barbet",2,15,"H","Psilopogon viridis","WCBA","7AM to 8AM","point_count"
2019-12-24,"VAR310U","NR","7.59","1","Malabar Barbet",1,20,"H","Psilopogon malabaricus","MABA","7AM to 8AM","point_count"
2019-12-24,"VAR310U","NR","7.59","1","Nilgiri Flowerpecker",1,10,"H","Dicaeum concolor","NIFP","7AM to 8AM","point_count"
2019-12-24,"VAR310U","NR","7.59","1","White-cheeked Barbet",2,20,"H","Psilopogon viridis","WCBA","7AM to 8AM","point_count"
2019-12-24,"VAR310U","NR","7.59","1","Crimson-backed Sunbird",1,5,"H","Leptocoma minima","CBSU","7AM to 8AM","point_count"
2019-12-24,"VAR310U","NR","7.59","1","White-bellied Treepie",1,20,"H","Dendrocitta leucogastra","WBTR","7AM to 8AM","point_count"
2019-12-24,"VAR310U","NR","7.59","1","Indian Paradise-Flycatcher",1,10,"H","Terpsiphone paradisi","IPFL","7AM to 8AM","point_count"
2019-12-24,"VAR310U","NR","7.59","1","Vernal Hanging-Parrot",1,5,"F","Loriculus vernalis","VHPA","7AM to 8AM","point_count"
2019-12-24,"VAR310U","NR","7.59","1","Spotted Dove",1,20,"H","Streptopelia chinensis","SPDO","7AM to 8AM","point_count"
2019-12-24,"VAR310U","NR","7.59","1","Red-whiskered Bulbul",1,10,"H","Pycnonotus jocosus","RWBU","7AM to 8AM","point_count"
2019-12-24,"VAR310U","NR","7.59","1","Yellow-browed Bulbul",1,30,"H","Iole indica","YBBU","7AM to 8AM","point_count"
2019-12-24,"VAR310U","NR","7.59","2","Common Tailorbird",1,15,"H","Orthotomus sutorius","COTA","7AM to 8AM","point_count"
2019-12-24,"VAR310U","NR","7.59","2","Greenish Warbler",1,5,"H","Phylloscopus trochiloides","GRWA","7AM to 8AM","point_count"
2019-12-24,"VAR310U","NR","7.59","2","Nilgiri Flowerpecker",1,0,"F","Dicaeum concolor","NIFP","7AM to 8AM","point_count"
2019-12-24,"VAR310U","NR","7.59","2","Southern Hill Myna",1,30,"H","Gracula indica","SHMY","7AM to 8AM","point_count"
2019-12-24,"VAR310U","NR","7.59","2","White-cheeked Barbet",1,20,"H","Psilopogon viridis","WCBA","7AM to 8AM","point_count"
2019-12-24,"VAR310U","NR","7.59","2","Asian Fairy-bluebird",1,10,"H","Irena puella","AFBL","7AM to 8AM","point_count"
2019-12-24,"VAR310U","NR","7.59","3","Dark-fronted Babbler",1,10,"H","Dumetia atriceps","DFBA","7AM to 8AM","point_count"
2019-12-24,"VAR310U","NR","7.59","3","Large-billed Leaf Warbler",1,20,"H","Phylloscopus magnirostris","LBLW","7AM to 8AM","point_count"
2019-12-24,"VAR310U","NR","7.59","3","Malabar Gray Hornbill",1,30,"H","Ocyceros griseus","MGHO","7AM to 8AM","point_count"
2019-11-05,"VAR410R","AR","9.04","1","Indian White-eye",1,5,"H","Zosterops palpebrosus","IWEY","9AM to 10AM","point_count"
2019-11-05,"VAR410R","AR","9.04","1","Greenish Warbler",1,30,"H","Phylloscopus trochiloides","GRWA","9AM to 10AM","point_count"
2019-11-05,"VAR410R","AR","9.04","1","Bronzed Drongo",1,20,"H","Dicrurus aeneus","BRDR","9AM to 10AM","point_count"
2019-11-05,"VAR410R","AR","9.04","1","Chestnut-headed Bee-eater",1,30,"H","Merops leschenaulti","CHBE","9AM to 10AM","point_count"
2019-11-05,"VAR410R","AR","9.04","1","Indian Scimitar-Babbler",1,30,"H","Pomatorhinus horsfieldii","ISBA","9AM to 10AM","point_count"
2019-11-05,"VAR410R","AR","9.04","1","White-bellied Treepie",1,20,"H","Dendrocitta leucogastra","WBTR","9AM to 10AM","point_count"
2019-11-05,"VAR410R","AR","9.04","1","Vernal Hanging-Parrot",1,10,"H","Loriculus vernalis","VHPA","9AM to 10AM","point_count"
2019-11-05,"VAR410R","AR","9.04","1","Crimson-backed Sunbird",2,20,"H","Leptocoma minima","CBSU","9AM to 10AM","point_count"
2019-11-05,"VAR410R","AR","9.04","2","Vernal Hanging-Parrot",1,10,"H","Loriculus vernalis","VHPA","9AM to 10AM","point_count"
2019-11-05,"VAR410R","AR","9.04","2","Southern Hill Myna",1,30,"H","Gracula indica","SHMY","9AM to 10AM","point_count"
2019-11-05,"VAR410R","AR","9.04","2","Nilgiri Flowerpecker",1,20,"H","Dicaeum concolor","NIFP","9AM to 10AM","point_count"
